COG	Cat	COG_Annotation	Gene_ID	Locus_Tag	Gene_Product_Name	Genome_ID	Genome_Name	Start_Coord	End_Coord	NCBI_Biosample_Accession
COG1762	T G	Phosphotransferase_system_mannitol/fructose-specific_IIA_domain_(Ntr-type)<<>>COG3711	8019259692	Ga0599601_01_2654357_2656219	lichenan_operon_transcriptional_antiterminator	8019257108	Enterococcus_faecalis_1521	2654357	2656219	SAMN23424733
COG1762	T G	Phosphotransferase_system_mannitol/fructose-specific_IIA_domain_(Ntr-type)<<>>COG3711	8019259379	Ga0599601_01_2327726_2329735	PTS_system_ascorbate-specific_IIA_component	8019257108	Enterococcus_faecalis_1521	2327726	2329735	SAMN23424733
COG1762	T G	Phosphotransferase_system_mannitol/fructose-specific_IIA_domain_(Ntr-type)	8019257994	Ga0599601_01_889275_889733	PTS_system_ascorbate-specific_IIA_component	8019257108	Enterococcus_faecalis_1521	889275	889733	SAMN23424733
COG1762	T G	Phosphotransferase_system_mannitol/fructose-specific_IIA_domain_(Ntr-type)	8019258353	Ga0599601_01_1253279_1253728	PTS_system_fructose-specific_IIA_component	8019257108	Enterococcus_faecalis_1521	1253279	1253728	SAMN23424733
COG1762	T G	Phosphotransferase_system_mannitol/fructose-specific_IIA_domain_(Ntr-type)	8019257546	Ga0599601_01_429474_429935	PTS_system_fructose-specific_IIA_component	8019257108	Enterococcus_faecalis_1521	429474	429935	SAMN23424733
COG1764	V	Organic_hydroperoxide_reductase_OsmC/OhrA	8019257455	Ga0599601_01_341359_341760	osmotically_inducible_protein_OsmC	8019257108	Enterococcus_faecalis_1521	341359	341760	SAMN23424733
COG1765	R	Uncharacterized_OsmC-related_protein	8019259587	Ga0599601_01_2546879_2547277	uncharacterized_OsmC-like_protein	8019257108	Enterococcus_faecalis_1521	2546879	2547277	SAMN23424733
COG1767	H	Triphosphoribosyl-dephospho-CoA_synthetase	8019259698	Ga0599601_01_2666461_2667330	triphosphoribosyl-dephospho-CoA_synthase	8019257108	Enterococcus_faecalis_1521	2666461	2667330	SAMN23424733
COG1774	T	Cell_fate_regulator_YaaT,_PSP1_superfamily_(controls_sporulation,_competence,_biofilm_development)	8019259207	Ga0599601_01_2170584_2171423	cell_fate_regulator_YaaT_(PSP1_superfamily)	8019257108	Enterococcus_faecalis_1521	2170584	2171423	SAMN23424733
COG1780	F	Protein_involved_in_ribonucleotide_reduction	8019257474	Ga0599601_01_359376_359753	protein_involved_in_ribonucleotide_reduction	8019257108	Enterococcus_faecalis_1521	359376	359753	SAMN23424733
COG1780	F	Protein_involved_in_ribonucleotide_reduction	8019258329	Ga0599601_01_1226575_1227018	protein_involved_in_ribonucleotide_reduction	8019257108	Enterococcus_faecalis_1521	1226575	1227018	SAMN23424733
COG1785	P R	Alkaline_phosphatase	8019259385	Ga0599601_01_2333977_2335392	alkaline_phosphatase	8019257108	Enterococcus_faecalis_1521	2333977	2335392	SAMN23424733
COG1792	D Z	Cell_shape-determining_protein_MreC	8019259457	Ga0599601_01_2412413_2413273	rod_shape-determining_protein_MreC	8019257108	Enterococcus_faecalis_1521	2412413	2413273	SAMN23424733
COG1799	D	FtsZ-interacting_cell_division_protein_YlmF	8019257847	Ga0599601_01_746347_746991	cell_division_inhibitor_SepF	8019257108	Enterococcus_faecalis_1521	746347	746991	SAMN23424733
COG1801	R	Uncharacterized_conserved_protein_YecE,_DUF72_family	8019257375	Ga0599601_01_252241_253074	uncharacterized_protein_YecE_(DUF72_family)	8019257108	Enterococcus_faecalis_1521	252241	253074	SAMN23424733
COG1802	K	DNA-binding_transcriptional_regulator,_GntR_family	8019259711	Ga0599601_01_2678278_2678973	DNA-binding_GntR_family_transcriptional_regulator	8019257108	Enterococcus_faecalis_1521	2678278	2678973	SAMN23424733
COG1803	G	Methylglyoxal_synthase	8019257782	Ga0599601_01_687466_687888	methylglyoxal_synthase	8019257108	Enterococcus_faecalis_1521	687466	687888	SAMN23424733
COG1806	T	Regulator_of_PEP_synthase_PpsR,_kinase-PPPase_family_(combines_ADP:protein_kinase_and_phosphorylase_activities)	8019258924	Ga0599601_01_1873493_1874350	regulator_of_PEP_synthase_PpsR_(kinase-PPPase_family)	8019257108	Enterococcus_faecalis_1521	1873493	1874350	SAMN23424733
COG1806	T	Regulator_of_PEP_synthase_PpsR,_kinase-PPPase_family_(combines_ADP:protein_kinase_and_phosphorylase_activities)	8019257874	Ga0599601_01_773310_774122	regulator_of_PEP_synthase_PpsR_(kinase-PPPase_family)	8019257108	Enterococcus_faecalis_1521	773310	774122	SAMN23424733
COG1816	F	Adenosine_deaminase	8019257217	Ga0599601_01_126866_127879	adenosine_deaminase	8019257108	Enterococcus_faecalis_1521	126866	127879	SAMN23424733
COG1820	G	N-acetylglucosamine-6-phosphate_deacetylase	8019258200	Ga0599601_01_1091330_1092478	N-acetylglucosamine-6-phosphate_deacetylase	8019257108	Enterococcus_faecalis_1521	1091330	1092478	SAMN23424733
COG1823	E	L-cystine_uptake_protein_TcyP,_sodium:dicarboxylate_symporter_family	8019257592	Ga0599601_01_479682_481073	L-cystine_uptake_protein_TcyP_(sodium:dicarboxylate_symporter_family)	8019257108	Enterococcus_faecalis_1521	479682	481073	SAMN23424733
COG1825	J	Ribosomal_protein_L25_(general_stress_protein_Ctc)	8019257669	Ga0599601_01_568354_568962	large_subunit_ribosomal_protein_L25	8019257108	Enterococcus_faecalis_1521	568354	568962	SAMN23424733
COG1827	K H	Transcriptional_regulator_of_NAD_metabolism,_contains_HTH_and_3H_domains	8019257290	Ga0599601_01_184467_184979	transcriptional_regulator_of_NAD_metabolism	8019257108	Enterococcus_faecalis_1521	184467	184979	SAMN23424733
COG1828	F	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_PurS_component	8019258609	Ga0599601_01_1511815_1512066	phosphoribosylformylglycinamidine_synthase_PurS_subunit	8019257108	Enterococcus_faecalis_1521	1511815	1512066	SAMN23424733
COG1832	R	Predicted_CoA-binding_protein	8019258447	Ga0599601_01_1357580_1358008	predicted_CoA-binding_protein	8019257108	Enterococcus_faecalis_1521	1357580	1358008	SAMN23424733
COG1834	E	N-Dimethylarginine_dimethylaminohydrolase	8019259384	Ga0599601_01_2332894_2333865	N-dimethylarginine_dimethylaminohydrolase	8019257108	Enterococcus_faecalis_1521	2332894	2333865	SAMN23424733
COG1835	M	Peptidoglycan/LPS_O-acetylase_OafA/YrhL,_contains_acyltransferase_and_SGNH-hydrolase_domains	8019257631	Ga0599601_01_526222_528099	peptidoglycan/LPS_O-acetylase_OafA/YrhL	8019257108	Enterococcus_faecalis_1521	526222	528099	SAMN23424733
COG1837	R	Predicted_RNA-binding_protein_YlqC,_contains_KH_domain,_UPF0109_family	8019258522	Ga0599601_01_1424883_1425128	predicted_RNA-binding_protein_YlqC_(UPF0109_family)	8019257108	Enterococcus_faecalis_1521	1424883	1425128	SAMN23424733
COG1841	J	Ribosomal_protein_L30/L7E	8019257263	Ga0599601_01_164623_164802	large_subunit_ribosomal_protein_L30	8019257108	Enterococcus_faecalis_1521	164623	164802	SAMN23424733
COG1846	K	DNA-binding_transcriptional_regulator,_MarR_family	8019259412	Ga0599601_01_2364983_2365435	DNA-binding_MarR_family_transcriptional_regulator	8019257108	Enterococcus_faecalis_1521	2364983	2365435	SAMN23424733
COG1846	K	DNA-binding_transcriptional_regulator,_MarR_family	8019257408	Ga0599601_01_293193_293627	DNA-binding_MarR_family_transcriptional_regulator	8019257108	Enterococcus_faecalis_1521	293193	293627	SAMN23424733
COG1846	K	DNA-binding_transcriptional_regulator,_MarR_family	8019259272	Ga0599601_01_2228715_2229155	DNA-binding_MarR_family_transcriptional_regulator	8019257108	Enterococcus_faecalis_1521	2228715	2229155	SAMN23424733
COG1846	K	DNA-binding_transcriptional_regulator,_MarR_family	8019258219	Ga0599601_01_1112270_1112758	DNA-binding_MarR_family_transcriptional_regulator	8019257108	Enterococcus_faecalis_1521	1112270	1112758	SAMN23424733
COG1846	K	DNA-binding_transcriptional_regulator,_MarR_family	8019258497	Ga0599601_01_1404035_1404463	MarR_family_2-MHQ_and_catechol_resistance_regulon_transcriptional_repressor	8019257108	Enterococcus_faecalis_1521	1404035	1404463	SAMN23424733
COG1847	R	Predicted_RNA-binding_protein_Jag,_conains_KH_and_R3H_domains	8019259713	Ga0599601_01_2680149_2680925	spoIIIJ-associated_protein	8019257108	Enterococcus_faecalis_1521	2680149	2680925	SAMN23424733
COG1853	C	NADH-FMN_oxidoreductase_RutF,_flavin_reductase_(DIM6/NTAB)_family	8019257368	Ga0599601_01_246866_247486	flavin_reductase_(DIM6/NTAB)_family_NADH-FMN_oxidoreductase_RutF	8019257108	Enterococcus_faecalis_1521	246866	247486	SAMN23424733
COG1854	T	S-ribosylhomocysteine_lyase_LuxS,_autoinducer_biosynthesis	8019258048	Ga0599601_01_938854_939312	S-ribosylhomocysteine_lyase	8019257108	Enterococcus_faecalis_1521	938854	939312	SAMN23424733
COG1862	U	Preprotein_translocase_subunit_YajC	8019257740	Ga0599601_01_647549_647947	preprotein_translocase_subunit_YajC	8019257108	Enterococcus_faecalis_1521	647549	647947	SAMN23424733
COG1869	G	D-ribose_pyranose/furanose_isomerase_RbsD	8019259373	Ga0599601_01_2322377_2322772	D-ribose_pyranase	8019257108	Enterococcus_faecalis_1521	2322377	2322772	SAMN23424733
COG1874	G	Beta-galactosidase_GanA	8019257662	Ga0599601_01_559281_561062	beta-galactosidase	8019257108	Enterococcus_faecalis_1521	559281	561062	SAMN23424733
COG1874	G	Beta-galactosidase_GanA	8019258627	Ga0599601_01_1530253_1532037	beta-galactosidase	8019257108	Enterococcus_faecalis_1521	1530253	1532037	SAMN23424733
COG1881	R	Uncharacterized_conserved_protein,_phosphatidylethanolamine-binding_protein_(PEBP)_family	8019258775	Ga0599601_01_1695468_1695983	Raf_kinase_inhibitor-like_YbhB/YbcL_family_protein	8019257108	Enterococcus_faecalis_1521	1695468	1695983	SAMN23424733
COG1882	C	Pyruvate-formate_lyase	8019258444	Ga0599601_01_1350307_1352553	formate_C-acetyltransferase	8019257108	Enterococcus_faecalis_1521	1350307	1352553	SAMN23424733
COG1883	C	Na+-transporting_methylmalonyl-CoA/oxaloacetate_decarboxylase,_beta_subunit	8019259707	Ga0599601_01_2674451_2675566	sodium_ion-translocating_decarboxylase_beta_subunit	8019257108	Enterococcus_faecalis_1521	2674451	2675566	SAMN23424733
COG1887	M I	CDP-glycerol_glycerophosphotransferase,_TagB/SpsB_family	8019258039	Ga0599601_01_932222_933334	CDP-glycerol_glycerophosphotransferase_(TagB/SpsB_family)	8019257108	Enterococcus_faecalis_1521	932222	933334	SAMN23424733
COG1887	M I	CDP-glycerol_glycerophosphotransferase,_TagB/SpsB_family	8019259000	Ga0599601_01_1954159_1955328	CDP-glycerol_glycerophosphotransferase	8019257108	Enterococcus_faecalis_1521	1954159	1955328	SAMN23424733
COG1893	H	Ketopantoate_reductase	8019258950	Ga0599601_01_1899382_1900323	2-dehydropantoate_2-reductase	8019257108	Enterococcus_faecalis_1521	1899382	1900323	SAMN23424733
COG1893	H	Ketopantoate_reductase	8019258484	Ga0599601_01_1390068_1391009	2-dehydropantoate_2-reductase	8019257108	Enterococcus_faecalis_1521	1390068	1391009	SAMN23424733
COG1894	C	NADH:ubiquinone_oxidoreductase,_NADH-binding_51_kD_subunit_(chain_F)	8019258270	Ga0599601_01_1167626_1168924	NADH-quinone_oxidoreductase_subunit_F	8019257108	Enterococcus_faecalis_1521	1167626	1168924	SAMN23424733
COG1898	M	dTDP-4-dehydrorhamnose_3,5-epimerase_or_related_enzyme	8019258834	Ga0599601_01_1764363_1764935	dTDP-4-dehydrorhamnose_3,5-epimerase	8019257108	Enterococcus_faecalis_1521	1764363	1764935	SAMN23424733
COG1905	C	NADH:ubiquinone_oxidoreductase_24_kD_subunit_(chain_E)	8019258269	Ga0599601_01_1167126_1167614	NADH-quinone_oxidoreductase_subunit_E	8019257108	Enterococcus_faecalis_1521	1167126	1167614	SAMN23424733
COG1914	P	Mn2+_and_Fe2+_transporters_of_the_NRAMP_family	8019257923	Ga0599601_01_817684_819282	manganese_transport_protein	8019257108	Enterococcus_faecalis_1521	817684	819282	SAMN23424733
COG1914	P	Mn2+_and_Fe2+_transporters_of_the_NRAMP_family	8019258680	Ga0599601_01_1593101_1594462	manganese_transport_protein	8019257108	Enterococcus_faecalis_1521	1593101	1594462	SAMN23424733
COG1917	R	Cupin_domain_protein_related_to_quercetin_dioxygenase	8019258616	Ga0599601_01_1518417_1518737	quercetin_dioxygenase-like_cupin_family_protein	8019257108	Enterococcus_faecalis_1521	1518417	1518737	SAMN23424733
COG1918	P	Fe2+_transport_system_protein_FeoA	8019257476	Ga0599601_01_360493_360966	ferrous_iron_transport_protein_A	8019257108	Enterococcus_faecalis_1521	360493	360966	SAMN23424733
COG1921	J	Seryl-tRNA(Sec)_selenium_transferase	8019257687	Ga0599601_01_582444_583550	L-seryl-tRNA(Ser)_seleniumtransferase	8019257108	Enterococcus_faecalis_1521	582444	583550	SAMN23424733
COG1921	J	Seryl-tRNA(Sec)_selenium_transferase	8019259388	Ga0599601_01_2338517_2339620	L-seryl-tRNA(Ser)_seleniumtransferase	8019257108	Enterococcus_faecalis_1521	2338517	2339620	SAMN23424733
COG1922	M	UDP-N-acetyl-D-mannosaminuronic_acid_transferase,_WecB/TagA/CpsF_family	8019258040	Ga0599601_01_933324_934070	N-acetylglucosaminyldiphosphoundecaprenol_N-acetyl-beta-D-mannosaminyltransferase	8019257108	Enterococcus_faecalis_1521	933324	934070	SAMN23424733
COG1925	T G	Phosphotransferase_system,_HPr_and_related_phosphotransfer_proteins	8019257560	Ga0599601_01_442616_442882	phosphocarrier_protein_HPr	8019257108	Enterococcus_faecalis_1521	442616	442882	SAMN23424733
COG1929	G	Glycerate_kinase	8019259108	Ga0599601_01_2068672_2069820	glycerate_kinase	8019257108	Enterococcus_faecalis_1521	2068672	2069820	SAMN23424733
COG1937	K	DNA-binding_transcriptional_regulator,_FrmR_family	8019259403	Ga0599601_01_2353996_2354256	DNA-binding_FrmR_family_transcriptional_regulator	8019257108	Enterococcus_faecalis_1521	2353996	2354256	SAMN23424733
COG1939	J	23S_rRNA_maturation_mini-RNase_III	8019257150	Ga0599601_01_49923_50321	ribonuclease-3_family_protein	8019257108	Enterococcus_faecalis_1521	49923	50321	SAMN23424733
COG1940	K G	Sugar_kinase_of_the_NBD/HSP70_family,_may_contain_an_N-terminal_HTH_domain	8019258690	Ga0599601_01_1603595_1604476	predicted_NBD/HSP70_family_sugar_kinase	8019257108	Enterococcus_faecalis_1521	1603595	1604476	SAMN23424733
COG1940	K G	Sugar_kinase_of_the_NBD/HSP70_family,_may_contain_an_N-terminal_HTH_domain	8019259234	Ga0599601_01_2193068_2194039	glucokinase	8019257108	Enterococcus_faecalis_1521	2193068	2194039	SAMN23424733
COG1940	K G	Sugar_kinase_of_the_NBD/HSP70_family,_may_contain_an_N-terminal_HTH_domain	8019258045	Ga0599601_01_936761_937639	fructokinase	8019257108	Enterococcus_faecalis_1521	936761	937639	SAMN23424733
COG1942	Q	Phenylpyruvate_tautomerase_PptA,_4-oxalocrotonate_tautomerase_family	8019259246	Ga0599601_01_2206318_2206497	4-oxalocrotonate_tautomerase	8019257108	Enterococcus_faecalis_1521	2206318	2206497	SAMN23424733
COG1947	I	4-diphosphocytidyl-2C-methyl-D-erythritol_kinase	8019257155	Ga0599601_01_52906_53757	4-diphosphocytidyl-2-C-methyl-D-erythritol_kinase	8019257108	Enterococcus_faecalis_1521	52906	53757	SAMN23424733
COG1950	S	Uncharacterized_membrane_protein_YvlD,_DUF360_family	8019258578	Ga0599601_01_1482335_1482691	putative_membrane_protein	8019257108	Enterococcus_faecalis_1521	1482335	1482691	SAMN23424733
COG1953	F H	Cytosine/uracil/thiamine/allantoin_permease	8019259410	Ga0599601_01_2362362_2363858	allantoin_permease	8019257108	Enterococcus_faecalis_1521	2362362	2363858	SAMN23424733
COG1956	V T	GAF_domain-containing_protein,_putative_methionine-R-sulfoxide_reductase	8019257929	Ga0599601_01_826175_826654	L-methionine_(R)-S-oxide_reductase	8019257108	Enterococcus_faecalis_1521	826175	826654	SAMN23424733
COG1957	F	Inosine-uridine_nucleoside_N-ribohydrolase	8019259057	Ga0599601_01_2016476_2017450	purine_nucleosidase	8019257108	Enterococcus_faecalis_1521	2016476	2017450	SAMN23424733
COG1957	F	Inosine-uridine_nucleoside_N-ribohydrolase	8019258698	Ga0599601_01_1610249_1611169	non-specific_riboncleoside_hydrolase	8019257108	Enterococcus_faecalis_1521	1610249	1611169	SAMN23424733
COG1959	K	DNA-binding_transcriptional_regulator,_IscR_family	8019259564	Ga0599601_01_2522549_2522974	Rrf2_family_protein	8019257108	Enterococcus_faecalis_1521	2522549	2522974	SAMN23424733
COG1961	L	Site-specific_DNA_recombinase_related_to_the_DNA_invertase_Pin	8019258293	Ga0599601_01_1193245_1193817	DNA_invertase_Pin-like_site-specific_DNA_recombinase	8019257108	Enterococcus_faecalis_1521	1193245	1193817	SAMN23424733
COG1961	L	Site-specific_DNA_recombinase_related_to_the_DNA_invertase_Pin	8019259771	Ga0599601_02_48334_48948	DNA_invertase_Pin-like_site-specific_DNA_recombinase	8019257108	Enterococcus_faecalis_1521	48334	48948	SAMN23424733
COG1961	L	Site-specific_DNA_recombinase_related_to_the_DNA_invertase_Pin	8019259782	Ga0599601_02_57217_57837	DNA_invertase_Pin-like_site-specific_DNA_recombinase	8019257108	Enterococcus_faecalis_1521	57217	57837	SAMN23424733
COG1961	L	Site-specific_DNA_recombinase_related_to_the_DNA_invertase_Pin	8019257236	Ga0599601_01_147064_147639	DNA_invertase_Pin-like_site-specific_DNA_recombinase	8019257108	Enterococcus_faecalis_1521	147064	147639	SAMN23424733
COG1968	I	Undecaprenyl_pyrophosphate_phosphatase_UppP	8019258944	Ga0599601_01_1894763_1895593	undecaprenyl-diphosphatase	8019257108	Enterococcus_faecalis_1521	1894763	1895593	SAMN23424733
COG1970	M	Large-conductance_mechanosensitive_channel	8019259536	Ga0599601_01_2493739_2494188	large_conductance_mechanosensitive_channel	8019257108	Enterococcus_faecalis_1521	2493739	2494188	SAMN23424733
COG1974	K T	SOS-response_transcriptional_repressor_LexA_(RecA-mediated_autopeptidase)	8019258414	Ga0599601_01_1314989_1315609	repressor_LexA	8019257108	Enterococcus_faecalis_1521	1314989	1315609	SAMN23424733
COG1975	O	Xanthine_and_CO_dehydrogenase_maturation_factor,_XdhC/CoxF_family	8019259042	Ga0599601_01_1998970_1999977	xanthine_dehydrogenase_accessory_factor	8019257108	Enterococcus_faecalis_1521	1998970	1999977	SAMN23424733
COG1979	C	Alcohol_dehydrogenase_YqhD,_Fe-dependent_ADH_family	8019257234	Ga0599601_01_144959_146146	alcohol_dehydrogenase_YqhD_(iron-dependent_ADH_family)	8019257108	Enterococcus_faecalis_1521	144959	146146	SAMN23424733
COG1983	K T	Phage_shock_protein_PspC_(stress-responsive_transcriptional_regulator)	8019258579	Ga0599601_01_1482691_1483014	phage_shock_protein_C	8019257108	Enterococcus_faecalis_1521	1482691	1483014	SAMN23424733
COG1989	N U	Prepilin_signal_peptidase_PulO_(type_II_secretory_pathway)_or_related_peptidase	8019259619	Ga0599601_01_2576037_2576729	leader_peptidase_(prepilin_peptidase)/N-methyltransferase	8019257108	Enterococcus_faecalis_1521	2576037	2576729	SAMN23424733
COG1996	K	DNA-directed_RNA_polymerase,_subunit_RPC12/RpoP,_contains_C4-type_Zn-finger	8019258985	Ga0599601_01_1937285_1938430	DNA-directed_RNA_polymerase_subunit_RPC12/RpoP	8019257108	Enterococcus_faecalis_1521	1937285	1938430	SAMN23424733
COG1996	K	DNA-directed_RNA_polymerase,_subunit_RPC12/RpoP,_contains_C4-type_Zn-finger	8019259601	Ga0599601_01_2559279_2559839	DNA-directed_RNA_polymerase_subunit_RPC12/RpoP	8019257108	Enterococcus_faecalis_1521	2559279	2559839	SAMN23424733
COG2001	J	MraZ,_DNA-binding_transcriptional_regulator_and_inhibitor_of_RsmH_methyltransferase_activity	8019257836	Ga0599601_01_734209_734646	MraZ_protein	8019257108	Enterococcus_faecalis_1521	734209	734646	SAMN23424733
COG2003	L	DNA_repair_protein_RadC,_contains_a_helix-hairpin-helix_DNA-binding_motif	8019259312	Ga0599601_01_2268353_2269051	DNA_repair_protein_RadC	8019257108	Enterococcus_faecalis_1521	2268353	2269051	SAMN23424733
COG2005	K	DNA-binding_transcriptional_regulator_ModE_(molybdenum-dependent)	8019259043	Ga0599601_01_1999974_2000333	molybdate_transport_system_regulatory_protein	8019257108	Enterococcus_faecalis_1521	1999974	2000333	SAMN23424733
COG2011	E	ABC-type_methionine_transport_system,_permease_component	8019259004	Ga0599601_01_1958595_1959281	D-methionine_transport_system_permease_protein	8019257108	Enterococcus_faecalis_1521	1958595	1959281	SAMN23424733
COG2011	E	ABC-type_methionine_transport_system,_permease_component	8019258787	Ga0599601_01_1708221_1708901	D-methionine_transport_system_permease_protein	8019257108	Enterococcus_faecalis_1521	1708221	1708901	SAMN23424733
COG2011	E	ABC-type_methionine_transport_system,_permease_component	8019259585	Ga0599601_01_2545127_2545798	D-methionine_transport_system_permease_protein	8019257108	Enterococcus_faecalis_1521	2545127	2545798	SAMN23424733
COG2017	G	Galactose_mutarotase_or_related_enzyme	8019257798	Ga0599601_01_701478_702485	aldose_1-epimerase	8019257108	Enterococcus_faecalis_1521	701478	702485	SAMN23424733
COG2017	G	Galactose_mutarotase_or_related_enzyme	8019257933	Ga0599601_01_828234_829271	aldose_1-epimerase	8019257108	Enterococcus_faecalis_1521	828234	829271	SAMN23424733
COG2017	G	Galactose_mutarotase_or_related_enzyme	8019258473	Ga0599601_01_1378008_1378883	galactose_mutarotase-like_enzyme	8019257108	Enterococcus_faecalis_1521	1378008	1378883	SAMN23424733
COG2030	I	Acyl_dehydratase	8019258685	Ga0599601_01_1598635_1599120	3-hydroxybutyryl-CoA_dehydratase	8019257108	Enterococcus_faecalis_1521	1598635	1599120	SAMN23424733
COG2039	O	Pyrrolidone-carboxylate_peptidase_(N-terminal_pyroglutamyl_peptidase)	8019257406	Ga0599601_01_290553_291194	pyroglutamyl-peptidase	8019257108	Enterococcus_faecalis_1521	290553	291194	SAMN23424733
COG2040	E	Homocysteine/selenocysteine_methylase_(S-methylmethionine-dependent)	8019258716	Ga0599601_01_1632919_1633068	S-methylmethionine-dependent_homocysteine/selenocysteine_methylase	8019257108	Enterococcus_faecalis_1521	1632919	1633068	SAMN23424733
COG2050	Q	Acyl-coenzyme_A_thioesterase_PaaI,_contains_HGG_motif	8019257446	Ga0599601_01_330770_331060	1,4-dihydroxy-2-naphthoyl-CoA_hydrolase	8019257108	Enterococcus_faecalis_1521	330770	331060	SAMN23424733
COG2055	C	Malate/lactate/ureidoglycolate_dehydrogenase,_LDH2_family	8019257394	Ga0599601_01_275877_276938	ureidoglycolate_dehydrogenase_(NAD+)	8019257108	Enterococcus_faecalis_1521	275877	276938	SAMN23424733
COG2065	F	Pyrimidine_operon_attenuation_protein/uracil_phosphoribosyltransferase	8019258548	Ga0599601_01_1453536_1454072	pyrimidine_operon_attenuation_protein/uracil_phosphoribosyltransferase	8019257108	Enterococcus_faecalis_1521	1453536	1454072	SAMN23424733
COG2068	H	CTP:molybdopterin_cytidylyltransferase_MocA	8019259040	Ga0599601_01_1995681_1996262	molybdenum_cofactor_cytidylyltransferase	8019257108	Enterococcus_faecalis_1521	1995681	1996262	SAMN23424733
COG2070	R	NAD(P)H-dependent_flavin_oxidoreductase_YrpB,_nitropropane_dioxygenase_family	8019259269	Ga0599601_01_2226361_2227317	enoyl-[acyl-carrier_protein]_reductase_II	8019257108	Enterococcus_faecalis_1521	2226361	2227317	SAMN23424733
COG2071	E	Gamma-glutamyl-gamma-aminobutyrate_hydrolase_PuuD_(putrescine_degradation),_contains_GATase1-like_domain	8019258006	Ga0599601_01_898947_899669	putative_glutamine_amidotransferase	8019257108	Enterococcus_faecalis_1521	898947	899669	SAMN23424733
COG2076	V	Multidrug_transporter_EmrE_and_related_cation_transporters	8019257371	Ga0599601_01_249101_249412	paired_small_multidrug_resistance_pump	8019257108	Enterococcus_faecalis_1521	249101	249412	SAMN23424733
COG2076	V	Multidrug_transporter_EmrE_and_related_cation_transporters	8019257370	Ga0599601_01_248769_249104	paired_small_multidrug_resistance_pump	8019257108	Enterococcus_faecalis_1521	248769	249104	SAMN23424733
COG2077	O	Peroxiredoxin	8019259319	Ga0599601_01_2277557_2278045	thiol_peroxidase	8019257108	Enterococcus_faecalis_1521	2277557	2278045	SAMN23424733
COG2080	C	Aerobic-type_carbon_monoxide_dehydrogenase,_small_subunit,_CoxS/CutS_family<<>>COG1529	8019259041	Ga0599601_01_1996276_1998849	aldehyde_oxidoreductase	8019257108	Enterococcus_faecalis_1521	1996276	1998849	SAMN23424733
COG2081	R	Predicted_flavoprotein_YhiN	8019258325	Ga0599601_01_1221970_1223256	predicted_Rossmann_fold_flavoprotein	8019257108	Enterococcus_faecalis_1521	1221970	1223256	SAMN23424733
COG2084	I	3-hydroxyisobutyrate_dehydrogenase_or_related_beta-hydroxyacid_dehydrogenase	8019259274	Ga0599601_01_2229878_2230768	3-hydroxyisobutyrate_dehydrogenase	8019257108	Enterococcus_faecalis_1521	2229878	2230768	SAMN23424733
COG2094	L	3-methyladenine_DNA_glycosylase_Mpg	8019258744	Ga0599601_01_1662349_1663026	DNA-3-methyladenine_glycosylase	8019257108	Enterococcus_faecalis_1521	1662349	1663026	SAMN23424733
COG2096	H	Cob(I)alamin_adenosyltransferase	8019257211	Ga0599601_01_121494_122039	cob(I)alamin_adenosyltransferase	8019257108	Enterococcus_faecalis_1521	121494	122039	SAMN23424733
COG2096	H	Cob(I)alamin_adenosyltransferase	8019258466	Ga0599601_01_1372898_1373479	cob(I)alamin_adenosyltransferase	8019257108	Enterococcus_faecalis_1521	1372898	1373479	SAMN23424733
COG2102	J	Diphthamide_synthase_(EF-2-diphthine--ammonia_ligase)	8019258991	Ga0599601_01_1942499_1943149	diphthine-ammonia_ligase	8019257108	Enterococcus_faecalis_1521	1942499	1943149	SAMN23424733
COG2103	M	N-acetylmuramic_acid_6-phosphate_(MurNAc-6-P)_etherase	8019258941	Ga0599601_01_1891815_1892705	N-acetylmuramic_acid_6-phosphate_etherase	8019257108	Enterococcus_faecalis_1521	1891815	1892705	SAMN23424733
COG2103	M	N-acetylmuramic_acid_6-phosphate_(MurNAc-6-P)_etherase	8019257461	Ga0599601_01_345749_346639	N-acetylmuramic_acid_6-phosphate_etherase	8019257108	Enterococcus_faecalis_1521	345749	346639	SAMN23424733
COG2116	P	Formate/nitrite_transporter_FocA,_FNT_family	8019259464	Ga0599601_01_2418427_2419230	formate/nitrite_transporter	8019257108	Enterococcus_faecalis_1521	2418427	2419230	SAMN23424733
COG2116	P	Formate/nitrite_transporter_FocA,_FNT_family	8019257189	Ga0599601_01_99572_100333	formate/nitrite_transporter	8019257108	Enterococcus_faecalis_1521	99572	100333	SAMN23424733
COG2116	P	Formate/nitrite_transporter_FocA,_FNT_family	8019258267	Ga0599601_01_1165743_1166567	formate/nitrite_transporter	8019257108	Enterococcus_faecalis_1521	1165743	1166567	SAMN23424733
COG2131	F	Deoxycytidylate_deaminase	8019258953	Ga0599601_01_1903760_1904263	dCMP_deaminase	8019257108	Enterococcus_faecalis_1521	1903760	1904263	SAMN23424733
COG2132	D M P	Multicopper_oxidase_with_three_cupredoxin_domains_(includes_cell_division_protein_FtsP_and_spore_coat_protein_CotA)	8019259754	Ga0599601_02_33296_34807	blue_copper_oxidase	8019257108	Enterococcus_faecalis_1521	33296	34807	SAMN23424733
